IDENTIFICADOR DO ATAQUE,ANO EM QUE O ATAQUE OCORREU,PREJUIZO CAUSADO PELO ATAQUE,PAIS ONDE OCORREU O ATAQUE,TIPO DE AMEACA A SEGURANCA CIBERNETICA,SETOR DA INDUSTRIA QUE SOFREU O ATAQUE,ESTRATEGIA DE DEFESA CIBERNETICA EMPREGADA PARA RESOLVER O PROBLEMA
1757,2021,68.64,FRANCE,MALWARE,TELECOMMUNICATIONS,FIREWALL
1758,2018,75.81,UK,MAN-IN-THE-MIDDLE,IT,FIREWALL
1759,2015,62.99,USA,DDOS,HEALTHCARE,ANTIVIRUS
1760,2015,89.95,INDIA,MALWARE,RETAIL,ENCRYPTION
1761,2024,98.31,AUSTRALIA,SQL INJECTION,IT,VPN
1762,2017,38.87,INDIA,RANSOMWARE,GOVERNMENT,ANTIVIRUS
1763,2015,18.87,BRAZIL,DDOS,BANKING,FIREWALL
1764,2019,54.63,AUSTRALIA,DDOS,EDUCATION,FIREWALL
1765,2015,7.92,UK,MAN-IN-THE-MIDDLE,RETAIL,FIREWALL
1766,2018,57.59,BRAZIL,PHISHING,EDUCATION,ANTIVIRUS
1767,2021,9.97,JAPAN,MAN-IN-THE-MIDDLE,RETAIL,ENCRYPTION
1768,2015,84.02,FRANCE,RANSOMWARE,IT,FIREWALL
1769,2016,77.94,RUSSIA,SQL INJECTION,GOVERNMENT,VPN
1770,2023,49.32,JAPAN,PHISHING,HEALTHCARE,FIREWALL
1771,2021,66.61,CHINA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,AI-BASED DETECTION
1772,2020,89.71,BRAZIL,MALWARE,RETAIL,AI-BASED DETECTION
1773,2018,43.28,GERMANY,MAN-IN-THE-MIDDLE,RETAIL,FIREWALL
1774,2020,21.65,BRAZIL,PHISHING,BANKING,ENCRYPTION
1775,2019,33.61,JAPAN,MALWARE,IT,ANTIVIRUS
1776,2015,8.24,AUSTRALIA,MALWARE,BANKING,ANTIVIRUS
1777,2020,34.5,BRAZIL,PHISHING,BANKING,VPN
1778,2021,67.25,BRAZIL,RANSOMWARE,HEALTHCARE,AI-BASED DETECTION
1779,2020,38.29,JAPAN,SQL INJECTION,TELECOMMUNICATIONS,ENCRYPTION
1780,2020,32.59,GERMANY,MALWARE,GOVERNMENT,VPN
1781,2017,70.4,CHINA,PHISHING,HEALTHCARE,FIREWALL
1782,2023,31.54,BRAZIL,SQL INJECTION,TELECOMMUNICATIONS,ENCRYPTION
1783,2018,84.79,BRAZIL,SQL INJECTION,RETAIL,FIREWALL
1784,2016,98.39,UK,SQL INJECTION,TELECOMMUNICATIONS,FIREWALL
1785,2022,43.73,JAPAN,SQL INJECTION,RETAIL,AI-BASED DETECTION
1786,2015,86.88,CHINA,RANSOMWARE,GOVERNMENT,AI-BASED DETECTION
1787,2017,26.24,JAPAN,MALWARE,EDUCATION,AI-BASED DETECTION
1788,2018,26.29,USA,DDOS,IT,FIREWALL
1789,2016,76.81,BRAZIL,MALWARE,RETAIL,AI-BASED DETECTION
1790,2016,36.2,USA,MALWARE,BANKING,AI-BASED DETECTION
1791,2022,49.56,CHINA,RANSOMWARE,EDUCATION,FIREWALL
1792,2019,58.96,INDIA,DDOS,BANKING,ANTIVIRUS
1793,2020,98.05,CHINA,RANSOMWARE,BANKING,VPN
1794,2016,83.67,UK,RANSOMWARE,GOVERNMENT,FIREWALL
1795,2023,30.66,USA,SQL INJECTION,BANKING,AI-BASED DETECTION
1796,2024,86.74,UK,MAN-IN-THE-MIDDLE,GOVERNMENT,VPN
1797,2022,77.74,CHINA,DDOS,RETAIL,AI-BASED DETECTION
1798,2017,92.65,AUSTRALIA,MALWARE,BANKING,ANTIVIRUS
1799,2021,5.96,CHINA,RANSOMWARE,GOVERNMENT,AI-BASED DETECTION
1800,2023,66.91,AUSTRALIA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,FIREWALL
1801,2016,23.38,INDIA,MAN-IN-THE-MIDDLE,IT,VPN
1802,2021,82.04,AUSTRALIA,MAN-IN-THE-MIDDLE,BANKING,ANTIVIRUS
1803,2017,6.09,BRAZIL,MALWARE,TELECOMMUNICATIONS,ENCRYPTION
1804,2020,14.12,USA,DDOS,RETAIL,VPN
1805,2021,31.52,FRANCE,PHISHING,RETAIL,ENCRYPTION
1806,2024,13.74,INDIA,MALWARE,HEALTHCARE,AI-BASED DETECTION
1807,2017,99.99,AUSTRALIA,SQL INJECTION,IT,FIREWALL
1808,2022,19.56,INDIA,MALWARE,TELECOMMUNICATIONS,ENCRYPTION
1809,2018,81.61,JAPAN,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,ENCRYPTION
1810,2017,80.7,GERMANY,RANSOMWARE,GOVERNMENT,ENCRYPTION
1811,2020,10.41,JAPAN,SQL INJECTION,RETAIL,FIREWALL
1812,2015,85.36,FRANCE,DDOS,BANKING,ENCRYPTION
1813,2017,15.24,USA,PHISHING,RETAIL,AI-BASED DETECTION
1814,2022,40.08,BRAZIL,MALWARE,TELECOMMUNICATIONS,ANTIVIRUS
1815,2021,10.2,CHINA,DDOS,TELECOMMUNICATIONS,AI-BASED DETECTION
1816,2022,72.53,AUSTRALIA,PHISHING,HEALTHCARE,ANTIVIRUS
1817,2017,96.36,BRAZIL,MAN-IN-THE-MIDDLE,HEALTHCARE,ENCRYPTION
1818,2019,88.63,BRAZIL,RANSOMWARE,BANKING,VPN
1819,2015,37.15,INDIA,MAN-IN-THE-MIDDLE,HEALTHCARE,ANTIVIRUS
1820,2022,47.92,GERMANY,SQL INJECTION,GOVERNMENT,VPN
1821,2018,14.46,INDIA,PHISHING,RETAIL,VPN
1822,2022,32.47,INDIA,MAN-IN-THE-MIDDLE,BANKING,AI-BASED DETECTION
1823,2019,81.97,JAPAN,RANSOMWARE,GOVERNMENT,VPN
1824,2024,92.08,INDIA,MALWARE,IT,VPN
1825,2021,94.48,RUSSIA,DDOS,BANKING,ANTIVIRUS
1826,2021,84.74,AUSTRALIA,MALWARE,IT,AI-BASED DETECTION
1827,2019,81.8,CHINA,MAN-IN-THE-MIDDLE,BANKING,ANTIVIRUS
1828,2015,33.27,JAPAN,DDOS,IT,ANTIVIRUS
1829,2018,66.96,INDIA,MALWARE,HEALTHCARE,VPN
1830,2023,71.4,BRAZIL,RANSOMWARE,TELECOMMUNICATIONS,VPN
1831,2024,67.47,CHINA,RANSOMWARE,TELECOMMUNICATIONS,ENCRYPTION
1832,2022,17.32,AUSTRALIA,PHISHING,EDUCATION,ANTIVIRUS
1833,2020,17.24,USA,RANSOMWARE,HEALTHCARE,ENCRYPTION
1834,2016,17.05,RUSSIA,SQL INJECTION,EDUCATION,AI-BASED DETECTION
1835,2022,52.19,FRANCE,PHISHING,IT,VPN
1836,2018,27.44,FRANCE,DDOS,GOVERNMENT,VPN
1837,2015,73.77,AUSTRALIA,PHISHING,TELECOMMUNICATIONS,VPN
1838,2020,10.94,UK,MALWARE,RETAIL,VPN
1839,2021,42.24,AUSTRALIA,MAN-IN-THE-MIDDLE,GOVERNMENT,ANTIVIRUS
1840,2017,82.39,AUSTRALIA,DDOS,GOVERNMENT,AI-BASED DETECTION
1841,2016,37.62,CHINA,PHISHING,GOVERNMENT,FIREWALL
1842,2023,21.53,USA,MALWARE,IT,ANTIVIRUS
1843,2023,43.51,CHINA,MALWARE,IT,FIREWALL
1844,2020,44.32,RUSSIA,DDOS,HEALTHCARE,AI-BASED DETECTION
1845,2016,43.45,BRAZIL,MAN-IN-THE-MIDDLE,BANKING,AI-BASED DETECTION
1846,2022,47.92,AUSTRALIA,MALWARE,HEALTHCARE,VPN
1847,2023,73.74,JAPAN,MALWARE,IT,AI-BASED DETECTION
1848,2023,93.25,AUSTRALIA,MAN-IN-THE-MIDDLE,RETAIL,FIREWALL
1849,2015,13.92,USA,RANSOMWARE,GOVERNMENT,VPN
1850,2018,41.1,INDIA,PHISHING,GOVERNMENT,VPN
1851,2024,44.08,RUSSIA,PHISHING,RETAIL,ENCRYPTION
1852,2022,65.19,JAPAN,MAN-IN-THE-MIDDLE,IT,AI-BASED DETECTION
1853,2023,21.54,AUSTRALIA,RANSOMWARE,HEALTHCARE,ANTIVIRUS
1854,2022,83.61,USA,MAN-IN-THE-MIDDLE,EDUCATION,ENCRYPTION
1855,2023,13.99,USA,MALWARE,BANKING,ANTIVIRUS
1856,2017,49.09,GERMANY,MALWARE,HEALTHCARE,ENCRYPTION
1857,2016,32.16,UK,RANSOMWARE,RETAIL,VPN
1858,2017,45.5,AUSTRALIA,MAN-IN-THE-MIDDLE,IT,ENCRYPTION
1859,2018,73.16,USA,SQL INJECTION,HEALTHCARE,ENCRYPTION
1860,2021,70.2,CHINA,PHISHING,EDUCATION,FIREWALL
1861,2016,10.62,JAPAN,DDOS,HEALTHCARE,AI-BASED DETECTION
1862,2023,26.65,JAPAN,MAN-IN-THE-MIDDLE,IT,VPN
1863,2018,52.01,CHINA,SQL INJECTION,HEALTHCARE,FIREWALL
1864,2020,32.71,GERMANY,DDOS,GOVERNMENT,VPN
1865,2017,47.46,CHINA,MALWARE,EDUCATION,VPN
1866,2022,11.39,CHINA,MALWARE,TELECOMMUNICATIONS,FIREWALL
1867,2015,31.68,GERMANY,DDOS,TELECOMMUNICATIONS,AI-BASED DETECTION
1868,2024,65.78,UK,MAN-IN-THE-MIDDLE,HEALTHCARE,ENCRYPTION
1869,2018,71.01,AUSTRALIA,SQL INJECTION,BANKING,VPN
1870,2024,69.57,BRAZIL,SQL INJECTION,HEALTHCARE,FIREWALL
1871,2021,66.84,GERMANY,RANSOMWARE,HEALTHCARE,ANTIVIRUS
1872,2018,5.25,RUSSIA,PHISHING,EDUCATION,FIREWALL
1873,2018,60.57,JAPAN,SQL INJECTION,EDUCATION,VPN
1874,2015,61.68,INDIA,RANSOMWARE,IT,FIREWALL
1875,2021,45.74,FRANCE,PHISHING,RETAIL,FIREWALL
1876,2019,89.81,JAPAN,SQL INJECTION,IT,ENCRYPTION
1877,2018,73.27,UK,MALWARE,IT,ANTIVIRUS
1878,2022,51.33,FRANCE,DDOS,BANKING,AI-BASED DETECTION
1879,2017,19.84,FRANCE,RANSOMWARE,EDUCATION,FIREWALL
1880,2024,97.25,INDIA,PHISHING,IT,ENCRYPTION
1881,2016,2.96,AUSTRALIA,DDOS,RETAIL,AI-BASED DETECTION
1882,2021,82.28,UK,MALWARE,TELECOMMUNICATIONS,VPN
1883,2021,49.59,CHINA,MAN-IN-THE-MIDDLE,RETAIL,ANTIVIRUS
1884,2016,65.14,UK,MALWARE,HEALTHCARE,ANTIVIRUS
1885,2024,70.0,BRAZIL,DDOS,HEALTHCARE,VPN
1886,2015,22.58,UK,RANSOMWARE,TELECOMMUNICATIONS,AI-BASED DETECTION
1887,2019,55.42,RUSSIA,MALWARE,BANKING,FIREWALL
1888,2016,27.08,USA,DDOS,HEALTHCARE,VPN
1889,2021,73.02,UK,MALWARE,BANKING,VPN
1890,2018,88.73,GERMANY,PHISHING,BANKING,AI-BASED DETECTION
1891,2020,16.35,FRANCE,DDOS,EDUCATION,AI-BASED DETECTION
1892,2022,85.61,USA,RANSOMWARE,IT,FIREWALL
1893,2020,76.61,RUSSIA,RANSOMWARE,TELECOMMUNICATIONS,ENCRYPTION
1894,2015,42.77,USA,SQL INJECTION,BANKING,FIREWALL
1895,2023,95.3,JAPAN,RANSOMWARE,RETAIL,ENCRYPTION
1896,2016,78.12,FRANCE,PHISHING,IT,ANTIVIRUS
1897,2024,21.33,CHINA,SQL INJECTION,GOVERNMENT,ANTIVIRUS
1898,2020,66.93,JAPAN,MALWARE,EDUCATION,VPN
1899,2024,81.54,BRAZIL,PHISHING,TELECOMMUNICATIONS,VPN
1900,2020,12.64,INDIA,PHISHING,RETAIL,FIREWALL
1901,2017,43.2,FRANCE,PHISHING,RETAIL,ENCRYPTION
1902,2018,20.58,USA,RANSOMWARE,RETAIL,AI-BASED DETECTION
1903,2017,26.62,BRAZIL,PHISHING,IT,ENCRYPTION
1904,2018,15.56,USA,PHISHING,TELECOMMUNICATIONS,ENCRYPTION
1905,2021,12.97,CHINA,RANSOMWARE,RETAIL,ANTIVIRUS
1906,2019,98.04,FRANCE,SQL INJECTION,BANKING,VPN
1907,2020,63.35,UK,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,AI-BASED DETECTION
1908,2020,26.57,BRAZIL,DDOS,EDUCATION,AI-BASED DETECTION
1909,2020,29.58,JAPAN,MAN-IN-THE-MIDDLE,EDUCATION,AI-BASED DETECTION
1910,2023,72.54,FRANCE,PHISHING,HEALTHCARE,VPN
1911,2020,35.16,UK,RANSOMWARE,EDUCATION,FIREWALL
1912,2019,56.94,RUSSIA,MALWARE,EDUCATION,VPN
1913,2023,99.71,FRANCE,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,ANTIVIRUS
1914,2021,77.18,UK,MALWARE,TELECOMMUNICATIONS,ANTIVIRUS
1915,2018,36.92,FRANCE,MAN-IN-THE-MIDDLE,EDUCATION,ENCRYPTION
1916,2017,42.8,FRANCE,SQL INJECTION,HEALTHCARE,VPN
1917,2019,89.41,INDIA,RANSOMWARE,BANKING,VPN
1918,2017,33.34,AUSTRALIA,MALWARE,IT,FIREWALL
1919,2016,13.94,BRAZIL,SQL INJECTION,TELECOMMUNICATIONS,AI-BASED DETECTION
1920,2018,13.05,INDIA,PHISHING,IT,VPN
1921,2019,52.94,FRANCE,DDOS,TELECOMMUNICATIONS,VPN
1922,2019,26.02,RUSSIA,MAN-IN-THE-MIDDLE,BANKING,ANTIVIRUS
1923,2016,9.23,BRAZIL,PHISHING,EDUCATION,FIREWALL
1924,2022,78.2,FRANCE,PHISHING,IT,ENCRYPTION
1925,2016,94.12,GERMANY,MALWARE,HEALTHCARE,ENCRYPTION
1926,2021,55.14,GERMANY,PHISHING,TELECOMMUNICATIONS,AI-BASED DETECTION
1927,2022,16.98,RUSSIA,RANSOMWARE,TELECOMMUNICATIONS,VPN
1928,2024,30.59,INDIA,MAN-IN-THE-MIDDLE,RETAIL,ANTIVIRUS
1929,2015,20.27,FRANCE,MALWARE,BANKING,ANTIVIRUS
1930,2019,97.32,USA,PHISHING,EDUCATION,VPN
1931,2017,13.06,UK,MAN-IN-THE-MIDDLE,EDUCATION,ANTIVIRUS
1932,2023,87.39,FRANCE,MAN-IN-THE-MIDDLE,EDUCATION,ANTIVIRUS
1933,2024,88.36,JAPAN,RANSOMWARE,RETAIL,FIREWALL
1934,2020,84.77,INDIA,MAN-IN-THE-MIDDLE,RETAIL,ANTIVIRUS
1935,2015,57.81,UK,MALWARE,GOVERNMENT,ANTIVIRUS
1936,2015,74.03,BRAZIL,MALWARE,IT,ENCRYPTION
1937,2023,87.55,GERMANY,PHISHING,RETAIL,FIREWALL
1938,2017,76.96,GERMANY,RANSOMWARE,EDUCATION,FIREWALL
1939,2017,89.07,UK,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,FIREWALL
1940,2015,33.96,GERMANY,DDOS,HEALTHCARE,AI-BASED DETECTION
1941,2023,28.77,JAPAN,RANSOMWARE,RETAIL,ANTIVIRUS
1942,2022,18.49,CHINA,DDOS,EDUCATION,FIREWALL
1943,2018,21.39,AUSTRALIA,MALWARE,EDUCATION,AI-BASED DETECTION
1944,2021,57.91,INDIA,MALWARE,GOVERNMENT,ANTIVIRUS
1945,2022,4.5,AUSTRALIA,MALWARE,GOVERNMENT,ANTIVIRUS
1946,2021,38.67,CHINA,DDOS,HEALTHCARE,VPN
1947,2019,44.01,INDIA,DDOS,IT,ANTIVIRUS
1948,2019,87.89,AUSTRALIA,MAN-IN-THE-MIDDLE,IT,VPN
1949,2022,26.02,BRAZIL,PHISHING,IT,VPN
1950,2015,11.69,JAPAN,DDOS,RETAIL,ENCRYPTION
1951,2017,51.69,USA,DDOS,TELECOMMUNICATIONS,VPN
1952,2020,33.75,JAPAN,MAN-IN-THE-MIDDLE,RETAIL,FIREWALL
1953,2023,63.45,FRANCE,RANSOMWARE,GOVERNMENT,FIREWALL
1954,2022,45.73,UK,DDOS,RETAIL,VPN
1955,2021,33.3,CHINA,MAN-IN-THE-MIDDLE,BANKING,FIREWALL
1956,2023,43.96,JAPAN,SQL INJECTION,BANKING,ENCRYPTION
1957,2017,6.72,FRANCE,DDOS,HEALTHCARE,ENCRYPTION
1958,2020,53.03,UK,RANSOMWARE,BANKING,VPN
1959,2020,38.89,GERMANY,SQL INJECTION,HEALTHCARE,VPN
1960,2018,79.5,AUSTRALIA,DDOS,EDUCATION,ENCRYPTION
1961,2020,38.02,USA,RANSOMWARE,RETAIL,ANTIVIRUS
1962,2018,47.47,BRAZIL,DDOS,HEALTHCARE,AI-BASED DETECTION
1963,2024,71.18,JAPAN,MALWARE,TELECOMMUNICATIONS,AI-BASED DETECTION
1964,2022,4.08,BRAZIL,MALWARE,IT,ANTIVIRUS
1965,2018,15.96,INDIA,SQL INJECTION,TELECOMMUNICATIONS,AI-BASED DETECTION
1966,2015,56.13,GERMANY,MALWARE,BANKING,VPN
1967,2021,30.53,JAPAN,MALWARE,RETAIL,FIREWALL
1968,2020,31.36,AUSTRALIA,DDOS,RETAIL,VPN
1969,2023,71.05,GERMANY,MALWARE,RETAIL,AI-BASED DETECTION
1970,2024,24.93,USA,MALWARE,EDUCATION,ENCRYPTION
1971,2022,13.97,INDIA,DDOS,BANKING,AI-BASED DETECTION
1972,2021,92.2,CHINA,MALWARE,BANKING,ANTIVIRUS
1973,2015,47.8,RUSSIA,SQL INJECTION,IT,FIREWALL
1974,2024,61.55,BRAZIL,MAN-IN-THE-MIDDLE,HEALTHCARE,AI-BASED DETECTION
1975,2015,66.47,CHINA,MAN-IN-THE-MIDDLE,BANKING,VPN
1976,2017,10.32,GERMANY,RANSOMWARE,EDUCATION,ANTIVIRUS
1977,2016,76.36,GERMANY,SQL INJECTION,IT,AI-BASED DETECTION
1978,2020,25.49,FRANCE,RANSOMWARE,HEALTHCARE,ANTIVIRUS
1979,2017,73.71,BRAZIL,MALWARE,TELECOMMUNICATIONS,FIREWALL
1980,2018,99.41,UK,RANSOMWARE,TELECOMMUNICATIONS,FIREWALL
1981,2017,65.57,UK,DDOS,GOVERNMENT,ANTIVIRUS
1982,2022,60.85,GERMANY,MALWARE,RETAIL,AI-BASED DETECTION
1983,2018,34.54,FRANCE,RANSOMWARE,EDUCATION,AI-BASED DETECTION
1984,2023,43.49,CHINA,PHISHING,GOVERNMENT,ENCRYPTION
1985,2017,30.38,CHINA,MAN-IN-THE-MIDDLE,RETAIL,AI-BASED DETECTION
1986,2015,4.59,RUSSIA,PHISHING,BANKING,FIREWALL
1987,2015,54.54,GERMANY,MAN-IN-THE-MIDDLE,IT,AI-BASED DETECTION
1988,2021,95.86,USA,PHISHING,RETAIL,ANTIVIRUS
1989,2017,98.07,USA,DDOS,BANKING,ANTIVIRUS
1990,2015,75.49,UK,RANSOMWARE,IT,ENCRYPTION
1991,2022,62.8,UK,PHISHING,TELECOMMUNICATIONS,VPN
1992,2018,82.18,AUSTRALIA,PHISHING,EDUCATION,ANTIVIRUS
1993,2019,99.3,GERMANY,RANSOMWARE,GOVERNMENT,AI-BASED DETECTION
1994,2015,66.04,USA,DDOS,EDUCATION,VPN
1995,2017,88.18,GERMANY,SQL INJECTION,RETAIL,AI-BASED DETECTION
1996,2018,60.82,JAPAN,RANSOMWARE,IT,VPN
1997,2020,40.31,UK,SQL INJECTION,BANKING,VPN
1998,2021,1.47,UK,SQL INJECTION,TELECOMMUNICATIONS,VPN
1999,2020,16.65,INDIA,DDOS,HEALTHCARE,FIREWALL
2000,2023,96.44,AUSTRALIA,RANSOMWARE,GOVERNMENT,FIREWALL
2001,2022,13.77,FRANCE,MALWARE,RETAIL,FIREWALL
2002,2023,54.09,RUSSIA,RANSOMWARE,BANKING,FIREWALL
2003,2016,2.17,USA,MAN-IN-THE-MIDDLE,EDUCATION,ANTIVIRUS
2004,2017,61.83,CHINA,SQL INJECTION,RETAIL,FIREWALL
2005,2016,99.88,USA,RANSOMWARE,TELECOMMUNICATIONS,VPN
2006,2019,3.92,AUSTRALIA,SQL INJECTION,HEALTHCARE,ENCRYPTION
2007,2015,50.99,JAPAN,MAN-IN-THE-MIDDLE,EDUCATION,AI-BASED DETECTION
2008,2023,34.8,UK,DDOS,GOVERNMENT,ENCRYPTION
2009,2017,49.37,CHINA,MAN-IN-THE-MIDDLE,GOVERNMENT,ANTIVIRUS
2010,2016,61.23,AUSTRALIA,DDOS,EDUCATION,ENCRYPTION
2011,2019,95.54,INDIA,SQL INJECTION,EDUCATION,ANTIVIRUS
2012,2017,16.77,RUSSIA,RANSOMWARE,HEALTHCARE,FIREWALL
2013,2018,20.36,JAPAN,SQL INJECTION,GOVERNMENT,AI-BASED DETECTION
2014,2017,10.56,GERMANY,PHISHING,BANKING,ENCRYPTION
2015,2021,42.82,BRAZIL,PHISHING,GOVERNMENT,ENCRYPTION
2016,2017,68.68,INDIA,MAN-IN-THE-MIDDLE,IT,AI-BASED DETECTION
2017,2019,6.79,RUSSIA,MAN-IN-THE-MIDDLE,EDUCATION,AI-BASED DETECTION
2018,2017,40.98,INDIA,SQL INJECTION,GOVERNMENT,AI-BASED DETECTION
2019,2018,25.66,JAPAN,PHISHING,HEALTHCARE,FIREWALL
2020,2018,29.35,USA,PHISHING,BANKING,ENCRYPTION
2021,2015,6.74,GERMANY,RANSOMWARE,IT,ANTIVIRUS
2022,2024,83.09,BRAZIL,MALWARE,IT,ANTIVIRUS
2023,2021,94.32,JAPAN,PHISHING,BANKING,ANTIVIRUS
2024,2021,67.12,UK,DDOS,IT,VPN
2025,2024,76.83,AUSTRALIA,MAN-IN-THE-MIDDLE,RETAIL,ANTIVIRUS
2026,2017,70.37,USA,DDOS,RETAIL,VPN
2027,2024,22.46,GERMANY,PHISHING,GOVERNMENT,VPN
2028,2024,17.64,USA,PHISHING,HEALTHCARE,FIREWALL
2029,2020,37.3,USA,PHISHING,GOVERNMENT,ANTIVIRUS
2030,2018,2.17,USA,MAN-IN-THE-MIDDLE,EDUCATION,VPN
2031,2024,99.99,CHINA,DDOS,BANKING,ENCRYPTION
2032,2018,37.84,RUSSIA,DDOS,IT,AI-BASED DETECTION
2033,2021,86.8,RUSSIA,RANSOMWARE,EDUCATION,ANTIVIRUS
2034,2021,3.69,BRAZIL,MAN-IN-THE-MIDDLE,BANKING,ENCRYPTION
2035,2017,73.85,JAPAN,PHISHING,IT,ENCRYPTION
2036,2018,0.5,UK,DDOS,RETAIL,FIREWALL
2037,2015,91.94,FRANCE,MALWARE,IT,ANTIVIRUS
2038,2023,35.37,CHINA,MAN-IN-THE-MIDDLE,EDUCATION,ANTIVIRUS
2039,2023,69.61,JAPAN,SQL INJECTION,GOVERNMENT,ANTIVIRUS
2040,2020,81.53,FRANCE,RANSOMWARE,GOVERNMENT,ENCRYPTION
2041,2020,63.96,GERMANY,DDOS,IT,ANTIVIRUS
2042,2020,68.17,USA,SQL INJECTION,IT,ANTIVIRUS
2043,2019,15.54,JAPAN,DDOS,EDUCATION,AI-BASED DETECTION
2044,2019,67.05,GERMANY,SQL INJECTION,GOVERNMENT,ANTIVIRUS
2045,2019,25.19,FRANCE,MALWARE,HEALTHCARE,ANTIVIRUS
2046,2023,93.34,USA,RANSOMWARE,GOVERNMENT,FIREWALL
2047,2017,87.27,BRAZIL,PHISHING,GOVERNMENT,ENCRYPTION
2048,2019,33.15,INDIA,PHISHING,IT,FIREWALL
2049,2021,38.5,INDIA,PHISHING,RETAIL,VPN
2050,2015,20.92,RUSSIA,DDOS,HEALTHCARE,FIREWALL
2051,2024,98.95,FRANCE,PHISHING,RETAIL,AI-BASED DETECTION
2052,2017,54.26,JAPAN,SQL INJECTION,HEALTHCARE,ANTIVIRUS
2053,2018,10.77,AUSTRALIA,DDOS,HEALTHCARE,VPN
2054,2024,87.42,USA,PHISHING,IT,FIREWALL
2055,2019,58.78,CHINA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,ANTIVIRUS
2056,2017,82.47,AUSTRALIA,PHISHING,EDUCATION,ENCRYPTION
2057,2018,43.11,INDIA,RANSOMWARE,GOVERNMENT,VPN
2058,2016,97.98,BRAZIL,PHISHING,EDUCATION,ENCRYPTION
2059,2016,16.5,USA,SQL INJECTION,EDUCATION,FIREWALL
2060,2023,86.23,UK,RANSOMWARE,IT,FIREWALL
2061,2023,49.76,GERMANY,SQL INJECTION,RETAIL,VPN
2062,2022,62.83,GERMANY,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,VPN
2063,2020,20.14,INDIA,MALWARE,EDUCATION,FIREWALL
2064,2020,25.9,AUSTRALIA,RANSOMWARE,GOVERNMENT,VPN
2065,2017,88.43,JAPAN,PHISHING,EDUCATION,FIREWALL
2066,2022,32.56,AUSTRALIA,RANSOMWARE,BANKING,ANTIVIRUS
2067,2017,58.67,BRAZIL,DDOS,GOVERNMENT,ENCRYPTION
2068,2017,6.49,JAPAN,PHISHING,IT,AI-BASED DETECTION
2069,2019,34.93,JAPAN,RANSOMWARE,TELECOMMUNICATIONS,VPN
2070,2022,71.55,UK,DDOS,EDUCATION,VPN
2071,2015,23.01,BRAZIL,MALWARE,HEALTHCARE,VPN
2072,2017,93.91,AUSTRALIA,MAN-IN-THE-MIDDLE,HEALTHCARE,ENCRYPTION
2073,2020,41.09,INDIA,RANSOMWARE,IT,VPN
2074,2023,86.77,GERMANY,MALWARE,GOVERNMENT,ANTIVIRUS
2075,2022,53.95,RUSSIA,MAN-IN-THE-MIDDLE,BANKING,VPN
2076,2016,14.04,BRAZIL,MAN-IN-THE-MIDDLE,RETAIL,ANTIVIRUS
2077,2021,70.97,RUSSIA,MAN-IN-THE-MIDDLE,IT,ENCRYPTION
2078,2015,75.72,BRAZIL,MALWARE,HEALTHCARE,AI-BASED DETECTION
2079,2022,48.71,USA,PHISHING,IT,VPN
2080,2020,50.61,BRAZIL,MALWARE,GOVERNMENT,ENCRYPTION
2081,2017,54.54,USA,MAN-IN-THE-MIDDLE,HEALTHCARE,VPN
2082,2018,87.42,USA,RANSOMWARE,HEALTHCARE,ANTIVIRUS
2083,2016,80.77,UK,RANSOMWARE,EDUCATION,ENCRYPTION
2084,2015,3.73,BRAZIL,SQL INJECTION,HEALTHCARE,AI-BASED DETECTION
2085,2020,52.28,RUSSIA,RANSOMWARE,GOVERNMENT,FIREWALL
2086,2016,70.89,BRAZIL,MAN-IN-THE-MIDDLE,BANKING,AI-BASED DETECTION
2087,2023,35.27,JAPAN,PHISHING,IT,VPN
2088,2020,40.98,USA,DDOS,GOVERNMENT,FIREWALL
2089,2017,93.62,INDIA,PHISHING,IT,AI-BASED DETECTION
2090,2021,20.57,FRANCE,MAN-IN-THE-MIDDLE,EDUCATION,FIREWALL
2091,2017,21.8,JAPAN,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,ENCRYPTION
2092,2015,28.19,USA,SQL INJECTION,EDUCATION,ENCRYPTION
2093,2015,99.83,GERMANY,RANSOMWARE,TELECOMMUNICATIONS,FIREWALL
2094,2023,45.85,GERMANY,SQL INJECTION,HEALTHCARE,ANTIVIRUS
2095,2021,47.14,FRANCE,MALWARE,BANKING,VPN
2096,2015,24.06,RUSSIA,PHISHING,GOVERNMENT,FIREWALL
2097,2020,63.87,FRANCE,DDOS,IT,FIREWALL
2098,2020,35.96,AUSTRALIA,MALWARE,GOVERNMENT,ENCRYPTION
2099,2015,76.22,JAPAN,DDOS,EDUCATION,AI-BASED DETECTION
2100,2023,29.42,USA,PHISHING,IT,AI-BASED DETECTION
2101,2020,65.73,RUSSIA,RANSOMWARE,EDUCATION,ENCRYPTION
2102,2015,44.39,UK,RANSOMWARE,EDUCATION,ANTIVIRUS
